Timepoint,Outcome_Mean,Outcome_SD,Outcome_Min,Outcome_Max,Treatment1_Mean,Treatment1_SD,Treatment1_Min,Treatment1_Max,Treatment2_Mean,Treatment2_SD,Treatment2_Min,Treatment2_Max
579,9.759331,0.9259077,2.9803467,12.177093,0.69016856,0.060063038,0.22983155,0.82511747,0.71125156,0.058108903,0.24381307,0.83922726
580,9.758398,0.9264714,2.8918593,12.166307,0.6901624,0.06005176,0.22736399,0.82411206,0.7112457,0.058099434,0.24124241,0.8382871
581,9.75874,0.92562526,2.9249916,12.184194,0.6901734,0.06003544,0.2261247,0.8234347,0.71125644,0.05808522,0.23995097,0.8376536
582,9.758938,0.9249397,2.824633,12.145184,0.6901699,0.060010117,0.22323412,0.8231771,0.7112534,0.05806194,0.23693778,0.8374126
583,9.758016,0.92571706,2.7426326,12.04131,0.69015104,0.060007095,0.2201579,0.8204673,0.7112352,0.05806055,0.23372953,0.8348772
584,9.75798,0.9263163,2.7074897,12.034152,0.69014585,0.060008086,0.21779303,0.81831086,0.7112304,0.05806273,0.2312621,0.83285856
585,9.75633,0.92550015,2.6024613,12.070548,0.6901104,0.060012475,0.21370022,0.8175926,0.7111962,0.058069456,0.22698964,0.83232427
586,9.755561,0.92701113,2.540939,12.033595,0.69005615,0.060050465,0.21014677,0.8176149,0.7111438,0.058108397,0.22327796,0.8323451
587,9.756439,0.92574614,2.5140383,12.107382,0.69003254,0.06005214,0.20731516,0.8183527,0.71112114,0.05811078,0.22031876,0.83303547
588,9.754387,0.9266591,2.468012,12.092882,0.68997693,0.060065657,0.20437908,0.8189951,0.71106756,0.058125578,0.21724899,0.8336365
589,9.753011,0.92593294,2.3913846,12.144072,0.68992496,0.060078155,0.2018169,0.8198111,0.71101755,0.058138616,0.21456899,0.8343999
590,9.752448,0.9268135,2.3740296,12.133099,0.68987733,0.060079277,0.19980791,0.8209109,0.71097195,0.05814105,0.21246685,0.8354285
591,9.75088,0.9280708,2.230074,12.088805,0.6897892,0.06012508,0.19642456,0.82070595,0.7108867,0.058188852,0.2089251,0.83523685
592,9.751525,0.928249,2.193577,12.212718,0.6897441,0.060150415,0.19319604,0.82203597,0.71084315,0.058215745,0.20554368,0.83648056
593,9.750989,0.9273997,2.213384,12.145437,0.68971145,0.060175125,0.19112366,0.8220209,0.71081144,0.0582411,0.20337224,0.83646643
594,9.74907,0.92716074,2.156574,12.224061,0.68965936,0.060184482,0.18861504,0.8224083,0.71076137,0.058252197,0.20074275,0.8368548
595,9.750803,0.92907214,2.1012874,12.24866,0.68965846,0.06020122,0.18714128,0.82338935,0.71076035,0.05827004,0.19919749,0.8377718
596,9.74939,0.9295063,2.1154585,12.255319,0.68962395,0.060225654,0.18625166,0.82356924,0.71072686,0.05829485,0.19826454,0.8377189
597,9.7501,0.92811215,2.1145797,12.290823,0.6896097,0.060240258,0.18513115,0.82514805,0.710713,0.058309905,0.19708925,0.8391958
598,9.748528,0.9299764,2.0521326,12.226442,0.6895972,0.060280584,0.18395238,0.82581824,0.71070045,0.0583488,0.19585265,0.8398226
599,9.748274,0.92914194,1.9832401,12.199821,0.689557,0.060282815,0.18262705,0.82645255,0.71066195,0.058350824,0.19446202,0.8404158
600,9.74839,0.9291134,1.994034,12.262301,0.6895419,0.060273785,0.18127157,0.82652766,0.7106475,0.05834183,0.19303943,0.840486
601,9.747009,0.9292652,1.9814439,12.228907,0.68949217,0.060297627,0.17979436,0.82586086,0.7105995,0.058365885,0.19148874,0.8398624
602,9.746424,0.9307787,1.9483044,12.238155,0.6894585,0.060311817,0.17864886,0.82598716,0.71056706,0.05838019,0.19028604,0.83998054
603,9.7454405,0.9282669,1.8782245,12.198609,0.68941545,0.060304504,0.17749609,0.8257902,0.71052575,0.058373544,0.18907546,0.83979636
604,9.745289,0.92887044,1.863026,12.219452,0.6893685,0.060306493,0.17606618,0.8253274,0.71048063,0.05837695,0.18757354,0.8393635
605,9.744677,0.9285562,1.8283491,12.200073,0.6893336,0.060295075,0.17440669,0.8250154,0.7104474,0.058366656,0.18583006,0.8390717
606,9.742179,0.9290341,1.8403608,12.197567,0.6892706,0.060281646,0.17324406,0.8242631,0.71038705,0.05835558,0.18460831,0.83856237
607,9.742943,0.9278027,1.7961795,12.224683,0.6892325,0.060277347,0.17236449,0.82454616,0.7103506,0.058352195,0.18368384,0.8388269
608,9.738967,0.92853206,1.8593768,12.150732,0.6891332,0.060280055,0.17232545,0.82354724,0.7102552,0.058355816,0.1836428,0.8378933
609,9.739051,0.928461,1.762933,12.206096,0.68904567,0.060286406,0.1716268,0.8238423,0.7101711,0.05836373,0.18290842,0.8381691
610,9.737264,0.9296868,1.753513,12.165714,0.68896866,0.060307957,0.17070274,0.8234953,0.7100969,0.058386657,0.18193696,0.8378448
611,9.735998,0.9300811,1.7235245,12.249825,0.6888566,0.06035776,0.16993272,0.8237692,0.70998883,0.058436867,0.18112734,0.8381008
612,9.734516,0.9293233,1.7023876,12.1861,0.68878675,0.06038001,0.16827835,0.82453513,0.70992154,0.058459993,0.17938754,0.8388166
613,9.732295,0.9291969,1.7590382,12.20806,0.68867964,0.060411524,0.16823748,0.82455647,0.70981836,0.058492362,0.17934453,0.83883655
614,9.729682,0.9310805,1.6214166,12.178621,0.68855804,0.0604429,0.16685568,0.8246964,0.70970136,0.058524005,0.17789103,0.8389673
615,9.728662,0.9297458,1.6459742,12.189868,0.6884433,0.060452756,0.16604869,0.82404536,0.70959103,0.058535255,0.177042,0.8383589
616,9.726664,0.92990446,1.6578478,12.137283,0.688319,0.0604794,0.16558664,0.82351387,0.7094714,0.058563307,0.17655583,0.83786213
617,9.727201,0.9309046,1.5857075,12.110132,0.6882367,0.060510855,0.16379827,0.8224439,0.7093921,0.058594797,0.17467381,0.8368619
618,9.724522,0.9315968,1.5709597,12.020794,0.6881552,0.06052698,0.1632806,0.82070875,0.7093135,0.058611833,0.17412893,0.8352394
619,9.722253,0.9326141,1.5532546,12.039061,0.68805057,0.06057885,0.16233279,0.8188849,0.7092125,0.058663756,0.17313117,0.8335334
620,9.722057,0.93295246,1.4627842,12.0861225,0.6879748,0.06062953,0.16035323,0.8176882,0.7091393,0.05871496,0.17104682,0.83241373
621,9.720547,0.93410647,1.4893342,12.097071,0.6878667,0.06069082,0.15938243,0.8176836,0.70903474,0.058777545,0.1700244,0.83238757
622,9.718655,0.9339096,1.4367335,12.12504,0.68777084,0.060730394,0.15803829,0.81948286,0.7089423,0.05881711,0.1686085,0.83407116
623,9.7171,0.9336163,1.4281707,12.082386,0.6876887,0.060743902,0.156794,0.81996304,0.7088632,0.058831736,0.16729751,0.8345204
624,9.715837,0.93421084,1.4334383,12.085718,0.6875885,0.060769424,0.15650323,0.81995857,0.70876664,0.0588576,0.16699113,0.8345162
625,9.714301,0.9349157,1.3758963,12.214719,0.68748784,0.060779747,0.1553834,0.82125753,0.70866996,0.058867626,0.165811,0.83573115
626,9.712156,0.93641007,1.4370881,12.1163645,0.6873813,0.060823284,0.15538688,0.821162,0.7085671,0.05891112,0.16581468,0.8356418
627,9.711137,0.9352986,1.4814171,12.055468,0.6872836,0.06085722,0.15591171,0.8208653,0.70847285,0.058944926,0.1663678,0.83536434
628,9.708645,0.9358174,1.4110681,12.045204,0.6871668,0.060884062,0.15569104,0.82041806,0.7083604,0.05897158,0.16613524,0.83494604
629,9.708662,0.9363522,1.411681,12.074116,0.6870745,0.06091208,0.15604417,0.81885916,0.7082712,0.058998764,0.16650738,0.83348763
630,9.706339,0.9356678,1.4548427,12.039836,0.6869836,0.060905322,0.1562196,0.81793743,0.70818406,0.058993235,0.16669226,0.83262515
631,9.704779,0.9341018,1.4671862,12.046468,0.6868841,0.060891114,0.15607896,0.8171612,0.70808876,0.05897976,0.16654405,0.8318987
632,9.701175,0.9360008,1.4671788,12.103087,0.6867641,0.060899526,0.15663408,0.8184546,0.70797336,0.058987904,0.16712901,0.8329811
633,9.700602,0.9357595,1.4675573,12.1516075,0.68663716,0.060897876,0.15718848,0.8195551,0.7078516,0.058987714,0.16771317,0.83401144
634,9.699378,0.93501043,1.4880313,12.125394,0.6865258,0.06088698,0.15751852,0.8205021,0.70774466,0.05897582,0.1680609,0.8348978
635,9.698234,0.9356735,1.4994482,12.175398,0.6864186,0.06092141,0.15783988,0.8219218,0.7076413,0.059009243,0.16839948,0.83622646
636,9.694949,0.9350667,1.5240937,12.188242,0.68632084,0.06091331,0.15840812,0.8228547,0.70754755,0.059002,0.1689981,0.8370992
637,9.694108,0.93545824,1.5790696,12.093368,0.68621755,0.060917612,0.15952629,0.8222171,0.7074483,0.05900661,0.1701759,0.83650273
638,9.69134,0.9361054,1.5714335,12.073868,0.6860882,0.06094981,0.16036676,0.821379,0.7073236,0.059039444,0.17106105,0.8357185
639,9.692056,0.9353411,1.572825,12.091727,0.6859894,0.060946193,0.16110915,0.8191047,0.7072289,0.059035756,0.17184283,0.8335898
640,9.69032,0.9361332,1.563349,12.122716,0.6859134,0.060966387,0.16150746,0.81938463,0.70715564,0.059055086,0.17226222,0.8339468
641,9.688561,0.9360271,1.5642182,12.146055,0.68582416,0.060976855,0.16135667,0.8205024,0.70706975,0.059065398,0.17210345,0.83499265
642,9.686967,0.9358274,1.5529071,12.090766,0.68575525,0.060978673,0.16116872,0.82065535,0.7070036,0.059068177,0.17190556,0.8351357
643,9.6866255,0.93632346,1.5620677,12.130489,0.68566823,0.061001357,0.16105969,0.8210828,0.7069197,0.05909177,0.17179075,0.8355355
644,9.687068,0.935151,1.5983363,12.14732,0.6856182,0.060987227,0.16141456,0.8211061,0.70687187,0.059078757,0.17216441,0.83555734
645,9.68489,0.9360676,1.6324983,12.225121,0.6855587,0.06098445,0.16210894,0.82178056,0.7068147,0.059075814,0.1728955,0.8363257
646,9.684516,0.9339637,1.5400864,12.220433,0.6855218,0.06094925,0.16197838,0.8232004,0.7067797,0.059041105,0.17275804,0.83765256
647,9.684542,0.93314487,1.6227102,12.243134,0.68549293,0.06089681,0.1625967,0.8247626,0.7067526,0.058990378,0.17340901,0.83911204
648,9.685338,0.9343716,1.6225986,12.277622,0.6854665,0.060880728,0.16284463,0.82617056,0.7067274,0.058975395,0.17367,0.84042704
649,9.684182,0.9324833,1.7133518,12.181185,0.6854603,0.060826324,0.163673,0.8256968,0.70672214,0.05892287,0.17454195,0.8399846
650,9.68479,0.9329458,1.6069727,12.311218,0.68546623,0.060809582,0.16436084,0.8266746,0.7067279,0.058907196,0.1752659,0.8408977
651,9.684387,0.9315405,1.6337949,12.298601,0.685466,0.06078201,0.16447505,0.82726985,0.7067281,0.058880523,0.1753861,0.84145343
652,9.68595,0.93127936,1.6342381,12.309204,0.6854801,0.06072863,0.16459505,0.82760805,0.7067422,0.058828693,0.17551239,0.8417692
653,9.685317,0.9313708,1.6775426,12.312462,0.6854992,0.06070049,0.16422608,0.8290082,0.70676094,0.058800694,0.17512408,0.84307617
654,9.684794,0.93048036,1.6154387,12.280052,0.6855016,0.06065333,0.16431326,0.82867664,0.70676374,0.058753632,0.17521583,0.8427667
655,9.685749,0.93179435,1.5536777,12.236289,0.68552303,0.060647704,0.16348983,0.82801217,0.7067844,0.058748055,0.17434916,0.84214646
656,9.685174,0.9311686,1.580397,12.261303,0.68551075,0.060640424,0.16293833,0.8274999,0.70677274,0.058740836,0.17376862,0.84166825
657,9.685652,0.9303389,1.5492815,12.293148,0.6855187,0.060621236,0.16163057,0.8268279,0.7067806,0.058723018,0.17239185,0.8408713
658,9.684217,0.9311319,1.4620143,12.335277,0.6855096,0.06062571,0.1600774,0.82742786,0.7067718,0.058728356,0.17075633,0.8414319
659,9.685848,0.93059605,1.5211302,12.333706,0.6855129,0.06060398,0.15974945,0.82868373,0.7067751,0.058707282,0.17041095,0.8426053
660,9.684056,0.9304556,1.5041747,12.343548,0.6854971,0.06058935,0.1589836,0.8298993,0.70676017,0.05869405,0.1696043,0.8437407
661,9.682793,0.93179506,1.4591689,12.344135,0.6854503,0.060612775,0.15808202,0.8304385,0.7067149,0.058717765,0.16865458,0.8442442
662,9.682998,0.9310876,1.4530301,12.296197,0.6854308,0.060612973,0.15799236,0.8300254,0.7066962,0.058717463,0.16856012,0.8438584
663,9.682345,0.93183756,1.5000165,12.278943,0.68537235,0.06063571,0.15778182,0.8294451,0.7066398,0.058738653,0.1683383,0.84331644
664,9.681051,0.93210834,1.4425873,12.265035,0.6853213,0.060661025,0.15716898,0.8286105,0.7065904,0.058761984,0.16769262,0.8425368
665,9.680438,0.930266,1.4220212,12.214089,0.68528575,0.06063903,0.15680027,0.8272209,0.7065568,0.058740314,0.16730413,0.8412385
666,9.6803,0.9336327,1.3805783,12.23714,0.6852396,0.06067525,0.15608317,0.8265869,0.7065119,0.058775604,0.16654848,0.8406461
667,9.679883,0.9330526,1.3486373,12.208175,0.6851993,0.06069199,0.15459351,0.8252224,0.7064731,0.058792103,0.16497847,0.8393706
668,9.677759,0.9325424,1.3553234,12.25989,0.6851462,0.06069283,0.15374008,0.8248042,0.70642203,0.058792073,0.16407883,0.83911335
669,9.677836,0.93270695,1.3332101,12.23772,0.6851014,0.060728475,0.15287548,0.82541656,0.70637864,0.058826283,0.1631673,0.83968544
670,9.676271,0.93172145,1.286649,12.2275,0.6850407,0.060699366,0.15196538,0.8258405,0.7063208,0.058797967,0.16220766,0.8400814
671,9.6774845,0.93178797,1.3209978,12.22081,0.6850045,0.060675927,0.15169843,0.82597667,0.7062863,0.058774758,0.16192615,0.84020865
672,9.67619,0.9328584,1.3030248,12.298397,0.6849804,0.06068016,0.15119436,0.82639146,0.7062631,0.05877939,0.16139457,0.840596
673,9.675695,0.9321342,1.2357453,12.297018,0.68494767,0.06066272,0.15025865,0.8270286,0.7062319,0.05876184,0.16040765,0.84119105
674,9.674597,0.93214667,1.1654143,12.27195,0.68492174,0.060660224,0.14910138,0.82750493,0.70620716,0.058759317,0.15918687,0.8416359
675,9.673505,0.93054783,1.2442508,12.379118,0.6848608,0.06064353,0.14837259,0.8291931,0.70614886,0.05874284,0.15841796,0.84321195
676,9.672005,0.93153375,1.178698,12.265883,0.6847963,0.060612667,0.14719822,0.82884747,0.7060873,0.058711767,0.15717874,0.8428893
677,9.672048,0.9305716,1.2118253,12.296022,0.6847408,0.060590416,0.14697316,0.8288369,0.7060343,0.058689862,0.15694124,0.8428794
678,9.671824,0.9319842,1.0998538,12.367358,0.6846981,0.060593817,0.14635776,0.82984966,0.7059933,0.05869369,0.15629175,0.84382474
679,9.67029,0.93063,1.1703396,12.322903,0.6846484,0.06059471,0.14566655,0.8292535,0.70594555,0.058695454,0.15556218,0.84326833
680,9.6702795,0.93009824,1.1116183,12.251955,0.6846251,0.060583264,0.14504157,0.82910556,0.7059233,0.058685582,0.15490244,0.84313023
681,9.669288,0.9292667,1.0355917,12.264527,0.68458587,0.060567614,0.14341022,0.8287706,0.70588595,0.058672186,0.15318005,0.84281754
682,9.667844,0.93044275,1.0776157,12.307236,0.6845251,0.060546957,0.14320546,0.82812977,0.7058279,0.058652047,0.15296383,0.84221923
683,9.667955,0.9301207,1.0587685,12.2199745,0.6844891,0.060538948,0.14218181,0.8268631,0.7057934,0.058643352,0.15188278,0.84103656
684,9.667089,0.92919856,1.0279694,12.209446,0.68444055,0.06052869,0.14141835,0.82640624,0.7057469,0.058633987,0.1510764,0.84060985
685,9.66622,0.9285317,0.99758214,12.167958,0.6843941,0.060526974,0.14107257,0.8253647,0.7057023,0.058633514,0.15071116,0.839637
686,9.667243,0.9288533,1.003389,12.111481,0.6843888,0.060512044,0.14039935,0.82323843,0.7056975,0.058620825,0.14999999,0.8376503
687,9.665423,0.9287139,0.9578518,12.099463,0.6843528,0.06049569,0.13948838,0.82179826,0.7056631,0.058607057,0.14903753,0.8363042
688,9.665048,0.927704,0.9741713,12.158586,0.6843238,0.060478702,0.13900478,0.8212375,0.70563537,0.058592066,0.14852653,0.8355728
689,9.665249,0.92665964,0.96424633,12.147975,0.6843118,0.06044873,0.13870582,0.82138085,0.7056242,0.058563527,0.14821061,0.8357069
690,9.663716,0.92688054,0.9319393,12.110212,0.68425995,0.060416646,0.13806687,0.8215198,0.7055748,0.058533695,0.14753538,0.83583695
691,9.664609,0.9271661,0.99002504,12.053641,0.68425095,0.060396638,0.13835429,0.82101536,0.7055663,0.05851625,0.14783911,0.8353648
692,9.662904,0.92588216,0.9645487,12.041854,0.6842207,0.0603731,0.13826826,0.8197252,0.70553756,0.05849468,0.14774822,0.8341572
693,9.663413,0.9275472,1.0367075,12.03455,0.6841912,0.06039192,0.13891707,0.81846464,0.70550907,0.05851454,0.14843385,0.83297706
694,9.662359,0.92640066,1.014448,12.051396,0.6841702,0.0603882,0.13965896,0.81759834,0.7054888,0.05851174,0.14921774,0.8321658
695,9.662624,0.92701834,1.0686164,12.107191,0.6841394,0.0603875,0.14036869,0.81738985,0.7054593,0.058512293,0.1499676,0.8319705
696,9.661879,0.92806053,1.1343068,12.177558,0.68411994,0.060424022,0.14191203,0.81961095,0.7054401,0.058548797,0.15159786,0.8340884
697,9.661846,0.9285367,1.120633,12.1430025,0.6840926,0.06044132,0.14268024,0.8210823,0.70541364,0.05856531,0.1524092,0.8354653
698,9.66009,0.9263164,1.1854028,12.245698,0.68405575,0.060446553,0.14425582,0.8232131,0.7053782,0.058570717,0.15407288,0.8374587
699,9.658669,0.9284508,1.1364851,12.1376915,0.6839899,0.060472183,0.14488532,0.82354575,0.70531446,0.058595765,0.15473747,0.83776987
700,9.660941,0.92891604,1.1794436,12.256486,0.6839725,0.06048103,0.14530523,0.8244043,0.70529765,0.05860346,0.15518077,0.8385728
701,9.659662,0.9258842,1.1626382,12.219182,0.6839402,0.060438212,0.14569692,0.8252299,0.7052672,0.05856114,0.15559423,0.83934474
702,9.657609,0.9284923,1.103077,12.213029,0.68389684,0.06046574,0.14493008,0.82487625,0.7052253,0.058587015,0.15478472,0.83901405
703,9.657461,0.92797494,1.1357735,12.234059,0.68387693,0.06045663,0.14492346,0.82591784,0.7052062,0.05857685,0.15477775,0.83998793
704,9.656795,0.92924035,1.1645126,12.226613,0.6838094,0.060464937,0.14478475,0.8255955,0.7051413,0.058584474,0.1546313,0.8396866
705,9.656992,0.9282585,1.0395926,12.193947,0.6837629,0.060494907,0.14364581,0.8253228,0.7050962,0.058612537,0.15342881,0.8394316
706,9.657652,0.9288883,1.1117231,12.102597,0.6837617,0.06049917,0.14372559,0.8241255,0.7050951,0.05861539,0.15351304,0.8383121
707,9.656627,0.92989475,1.1032705,12.075293,0.68374485,0.06052913,0.14342584,0.82190526,0.7050785,0.05864367,0.15319654,0.83623534
708,9.656206,0.92982954,1.1401151,12.094164,0.6837329,0.060539063,0.14320119,0.81897587,0.705067,0.058651388,0.15295932,0.8334939
709,9.653968,0.9292424,0.99405086,12.121157,0.68368196,0.06055777,0.14278261,0.8187787,0.7050178,0.058668844,0.1525173,0.8334641
710,9.652656,0.9302712,1.0675721,12.126103,0.6835978,0.060584754,0.14237781,0.8202246,0.7049367,0.05869301,0.15208979,0.8348164
711,9.654074,0.93102,1.0455931,12.138604,0.68355435,0.06060602,0.14185041,0.8209237,0.70489466,0.058712896,0.15153278,0.83547014
712,9.652548,0.93226254,1.1076959,12.114079,0.6834911,0.060650382,0.1415547,0.82114315,0.7048333,0.058755387,0.15122043,0.83567536
713,9.650827,0.9323518,1.0871422,12.159097,0.68343425,0.060704358,0.14240524,0.8215607,0.704778,0.058806527,0.15211876,0.83606577
714,9.649831,0.93263674,1.0654564,12.187481,0.6833851,0.060748667,0.14238586,0.8222345,0.7047303,0.058849808,0.1520983,0.83669573
715,9.648226,0.93276185,1.0752056,12.235023,0.6832871,0.060780257,0.14265728,0.82328904,0.7046358,0.058879443,0.15238494,0.83768135
716,9.647913,0.9339116,1.0973203,12.174977,0.68320996,0.06081525,0.14256212,0.82395256,0.70456123,0.058913913,0.15228444,0.8383014
717,9.645601,0.9359914,1.06321,12.163327,0.6831205,0.06088262,0.14234287,0.8239986,0.7044745,0.05897964,0.15205288,0.83834445
718,9.644891,0.9359473,0.9836807,12.1429825,0.6830357,0.06093572,0.14159575,0.82351404,0.70439225,0.05903071,0.1512638,0.83789164
719,9.644834,0.936705,1.0440897,12.208315,0.68297464,0.0610003,0.14131235,0.8232227,0.70433295,0.05909295,0.15096444,0.83761936
720,9.644266,0.9355537,1.0490928,12.11175,0.68291277,0.06102247,0.140874,0.8225315,0.70427316,0.05911337,0.1505014,0.83697337
721,9.643804,0.93829477,1.0309353,12.151303,0.6828795,0.061060674,0.1405813,0.82239985,0.7042407,0.05914957,0.15019219,0.8368503
722,9.642194,0.9379082,1.0082917,12.164975,0.682833,0.061101105,0.14080445,0.82264066,0.7041955,0.059188914,0.15042794,0.83707535
723,9.641439,0.9391819,1.0481426,12.166705,0.68277436,0.06114255,0.14084123,0.82218486,0.7041386,0.05922873,0.15046678,0.8366493
724,9.6413145,0.9403126,0.99796146,12.074697,0.68271935,0.061219092,0.14037783,0.82177824,0.70408493,0.05930221,0.14997725,0.83626914
725,9.640672,0.93937415,1.078819,12.082793,0.6826663,0.06124025,0.14081176,0.8210244,0.7040336,0.059322014,0.15043566,0.8355644
726,9.640368,0.9407567,1.0563911,12.068249,0.6826307,0.06128018,0.14124878,0.81987053,0.703999,0.059358902,0.1508973,0.8344853
727,9.63931,0.94267255,1.0810565,12.102903,0.6825904,0.061338738,0.14154847,0.8191628,0.70395947,0.05941526,0.15121385,0.8338233
728,9.638135,0.9401889,1.0978698,12.065645,0.6825381,0.061337568,0.14246142,0.81826395,0.7039091,0.059413385,0.1521781,0.83298254
729,9.639005,0.9414935,1.0964892,12.108897,0.6825072,0.0613647,0.1426234,0.8188092,0.70387894,0.059438467,0.15234916,0.8333652
730,9.637558,0.940268,1.1143615,12.087413,0.68246156,0.06135669,0.14315587,0.81873184,0.70383525,0.059429884,0.15291147,0.8332928
731,9.637238,0.9412739,1.1143031,12.143518,0.6824285,0.061330352,0.14346202,0.8184366,0.7038038,0.059402253,0.15323474,0.83314407
732,9.6360235,0.940029,1.0505322,12.076039,0.68239444,0.061324432,0.14302629,0.8190141,0.70377105,0.059395887,0.15277463,0.8336842
733,9.634924,0.93959314,1.0308956,12.090529,0.6823317,0.061293256,0.14242437,0.81943005,0.7037111,0.059365544,0.15213896,0.8340733
734,9.634181,0.93884856,1.0471728,12.084869,0.6822805,0.0612728,0.14181,0.819029,0.70366186,0.059347034,0.15149009,0.83369815
735,9.633783,0.9388581,1.0925337,12.09656,0.68222946,0.061246026,0.14161141,0.8188009,0.70361304,0.05932318,0.15128034,0.833577
736,9.633485,0.9370712,1.112428,12.135248,0.68219393,0.061211225,0.14217664,0.8192608,0.7035793,0.059291385,0.15187734,0.8340069
737,9.630652,0.9375843,1.0735064,12.145022,0.6821295,0.061190773,0.14256686,0.8200823,0.70351756,0.059274275,0.15228945,0.83457196
738,9.631226,0.9372587,1.062794,12.173392,0.68208605,0.061178833,0.14271013,0.8208436,0.7034758,0.059265066,0.15244076,0.83548653
739,9.628951,0.93660384,0.9695326,12.154482,0.6820145,0.061153352,0.14158522,0.8217092,0.7034073,0.059243914,0.15125267,0.83629555
740,9.628624,0.93675023,1.0241928,12.136737,0.6819398,0.061162997,0.14078283,0.82224363,0.7033352,0.05925717,0.1504051,0.8367949
741,9.62768,0.93591475,0.9589016,12.138523,0.6818967,0.061148476,0.13974631,0.8221724,0.703294,0.059245776,0.14931004,0.83672833
742,9.627619,0.9358479,0.98484445,12.187169,0.68184316,0.06113867,0.13904497,0.8215109,0.7032426,0.059239443,0.148569,0.83611023
743,9.624334,0.93545896,1.0170875,12.167428,0.6817714,0.061137978,0.13947248,0.82122666,0.7031736,0.059240364,0.14902073,0.8357755
744,9.62429,0.9346614,0.9724948,12.270074,0.68170494,0.06111407,0.13900778,0.82358676,0.70311,0.05921813,0.1485297,0.8377946
745,9.622114,0.93542296,0.934315,12.301431,0.68161744,0.0611216,0.13878722,0.8259539,0.70302564,0.05922778,0.14829664,0.84000814
746,9.621584,0.93558633,0.9537596,12.311106,0.68152153,0.061129957,0.13850881,0.82708406,0.7029334,0.059237428,0.14800242,0.8410646
747,9.620654,0.93527615,0.8686801,12.3186,0.68146414,0.061136235,0.137186,0.8280337,0.7028782,0.05924533,0.14660437,0.84195215
748,9.618834,0.9329333,0.873102,12.300936,0.68138,0.061123613,0.13630603,0.8281386,0.7027974,0.059234384,0.14567418,0.84205014
749,9.617732,0.9330253,0.8416197,12.365056,0.6813135,0.061094724,0.13548964,0.829875,0.7027337,0.059206787,0.14481111,0.8437126
750,9.616134,0.9326772,0.7625857,12.382636,0.68123174,0.061059453,0.13381895,0.8306311,0.7026556,0.05917368,0.14304449,0.8444187
751,9.613386,0.9313637,0.7639057,12.474145,0.681122,0.061016392,0.13291073,0.832266,0.7025506,0.05913371,0.14208393,0.8459452
752,9.613693,0.9304717,0.7215324,12.430308,0.68104535,0.060989678,0.13160612,0.83361614,0.7024772,0.05911031,0.14070387,0.84720546
753,9.612968,0.9316374,0.68829083,12.3927145,0.6809738,0.060989384,0.13029742,0.8339036,0.7024084,0.059113406,0.13931923,0.8474738
754,9.610871,0.93149424,0.6845955,12.454913,0.6808915,0.06098443,0.12963602,0.8346531,0.7023294,0.059109442,0.13861933,0.84817314
755,9.608713,0.93248844,0.6806399,12.436945,0.68081635,0.061016455,0.12893303,0.8342677,0.70225674,0.059142493,0.13787533,0.84781355
756,9.610133,0.93123823,0.65009665,12.375736,0.68075967,0.061047498,0.12833251,0.833701,0.70220184,0.059174165,0.13723972,0.8472847
757,9.60666,0.9313629,0.58729345,12.365513,0.6806598,0.061060064,0.12748754,0.83341795,0.7021057,0.059187893,0.1363453,0.8470205
758,9.607238,0.9331655,0.51274586,12.347885,0.6806025,0.061099872,0.12606074,0.83230054,0.70205003,0.059229743,0.13483468,0.8459775
759,9.604155,0.93233275,0.54658914,12.1846,0.6805316,0.061111335,0.12495728,0.8296423,0.70198184,0.059242833,0.13366616,0.84349525
760,9.602777,0.9336847,0.4297245,12.310635,0.68041366,0.061165266,0.12316124,0.8289511,0.7018677,0.05929902,0.1317638,0.8428497
761,9.600474,0.9317698,0.4386828,12.107919,0.68031657,0.061187755,0.12196263,0.82619435,0.7017741,0.05932391,0.13049392,0.8402737
762,9.599444,0.9330324,0.4537354,12.101749,0.680194,0.06120547,0.12148947,0.8235275,0.701656,0.05934432,0.12999257,0.8377805
763,9.598702,0.9327735,0.43340582,12.047773,0.68010825,0.061224468,0.12058637,0.8220312,0.7015732,0.059365593,0.12903555,0.836381
764,9.596365,0.9338482,0.34339195,11.9468355,0.6800069,0.061240435,0.119901426,0.81800437,0.7014757,0.059383333,0.12830961,0.83261275
765,9.594789,0.93208116,0.465145,11.951116,0.67991555,0.06126016,0.12011101,0.8152186,0.7013875,0.05940392,0.12853175,0.83000416
766,9.592509,0.93398076,0.4110033,11.953265,0.67980385,0.06128329,0.11977272,0.8133851,0.7012798,0.059427913,0.12817319,0.82828647
767,9.589763,0.9321195,0.34366307,12.009006,0.6796628,0.061283898,0.119064935,0.81244665,0.7011441,0.0594309,0.12742294,0.827363
768,9.58948,0.9315425,0.42425984,12.115503,0.67955494,0.061253637,0.11970256,0.81606746,0.70104086,0.05940223,0.12809883,0.8307558
769,9.584493,0.9316462,0.38898867,12.189106,0.6793906,0.061247513,0.119102,0.81873155,0.7008828,0.059397835,0.12746224,0.83325064
770,9.584483,0.9316568,0.24741556,12.166649,0.6792669,0.061209537,0.11782078,0.8210946,0.70076424,0.059363477,0.12610395,0.8354624
771,9.583353,0.93061745,0.34514624,12.272307,0.679166,0.061189137,0.11783233,0.8239771,0.70066744,0.05934474,0.12611622,0.8381591
